imagen,clase,tecnica,psnr,ssim,entropia
P_00022_LEFT_MLO_362.png,Alto_Riesgo,Wavelet,42.86,0.999,7.26
P_00083_RIGHT_CC_400.png,Alto_Riesgo,Wavelet,42.59,1.0,7.72
P_00084_LEFT_CC_401.png,Alto_Riesgo,Wavelet,44.33,0.998,6.59
P_00034_RIGHT_CC_375.png,Alto_Riesgo,Wavelet,46.78,1.0,7.21
P_00060_RIGHT_CC_390.png,Alto_Riesgo,Wavelet,39.6,0.998,7.55
P_00049_RIGHT_MLO_389.png,Alto_Riesgo,Wavelet,8.58,-0.946,7.15
P_00062_LEFT_MLO_393.png,Alto_Riesgo,Wavelet,23.21,0.947,3.44
P_00043_LEFT_MLO_377.png,Alto_Riesgo,Wavelet,39.51,0.996,6.86
P_00060_RIGHT_MLO_391.png,Alto_Riesgo,Wavelet,42.29,0.999,7.31
P_00049_RIGHT_CC_388.png,Alto_Riesgo,Wavelet,44.98,0.999,7.17
P_00062_LEFT_CC_392.png,Alto_Riesgo,Wavelet,41.09,0.998,7.03
P_00034_RIGHT_MLO_376.png,Alto_Riesgo,Wavelet,45.4,1.0,7.3
P_00084_LEFT_MLO_402.png,Alto_Riesgo,Wavelet,43.12,0.997,6.42
P_00031_LEFT_CC_374.png,Alto_Riesgo,Wavelet,40.54,0.998,7.08
P_00101_RIGHT_CC_415.png,Alto_Riesgo,Wavelet,37.05,0.998,7.24
P_00105_LEFT_CC_417.png,Alto_Riesgo,Wavelet,41.74,0.999,7.54
P_00105_LEFT_MLO_418.png,Alto_Riesgo,Wavelet,41.62,0.998,7.22
P_00136_LEFT_MLO_452.png,Alto_Riesgo,Wavelet,40.66,0.998,7.01
P_00091_LEFT_MLO_408.png,Alto_Riesgo,Wavelet,43.2,0.999,6.93
P_00088_LEFT_CC_405.png,Alto_Riesgo,Wavelet,42.21,0.998,6.84
P_00157_LEFT_CC_454.png,Alto_Riesgo,Wavelet,41.62,0.999,7.38
P_00123_LEFT_MLO_447.png,Alto_Riesgo,Wavelet,40.81,0.999,7.38
P_00136_LEFT_CC_450.png,Alto_Riesgo,Wavelet,39.67,0.998,7.33
P_00136_LEFT_MLO_451.png,Alto_Riesgo,Wavelet,40.66,0.998,7.01
P_00088_LEFT_MLO_406.png,Alto_Riesgo,Wavelet,40.13,0.998,7.34
P_00157_LEFT_CC_455.png,Alto_Riesgo,Wavelet,41.62,0.999,7.38
P_00151_RIGHT_MLO_453.png,Alto_Riesgo,Wavelet,45.71,1.0,7.33
P_00101_RIGHT_MLO_416.png,Alto_Riesgo,Wavelet,38.49,0.999,6.62
P_00123_LEFT_CC_446.png,Alto_Riesgo,Wavelet,40.16,0.998,7.25
P_00188_RIGHT_MLO_473.png,Alto_Riesgo,Wavelet,40.63,0.997,6.93
P_00208_RIGHT_CC_482.png,Alto_Riesgo,Wavelet,40.54,0.999,7.34
P_00189_LEFT_CC_474.png,Alto_Riesgo,Wavelet,39.91,0.998,7.27
P_00179_LEFT_MLO_465.png,Alto_Riesgo,Wavelet,45.08,1.0,7.4
P_00181_RIGHT_MLO_467.png,Alto_Riesgo,Wavelet,44.28,1.0,7.54
P_00179_LEFT_CC_464.png,Alto_Riesgo,Wavelet,42.22,0.999,7.48
P_00220_LEFT_MLO_486.png,Alto_Riesgo,Wavelet,42.82,0.999,7.04
P_00201_LEFT_MLO_480.png,Alto_Riesgo,Wavelet,42.35,0.999,6.86
P_00208_RIGHT_CC_481.png,Alto_Riesgo,Wavelet,40.54,0.999,7.34
P_00220_LEFT_CC_485.png,Alto_Riesgo,Wavelet,42.81,0.997,6.6
P_00183_RIGHT_MLO_470.png,Alto_Riesgo,Wavelet,42.78,0.999,7.45
P_00208_RIGHT_MLO_484.png,Alto_Riesgo,Wavelet,44.05,0.999,7.1
P_00181_RIGHT_CC_466.png,Alto_Riesgo,Wavelet,41.83,0.999,7.19
P_00208_RIGHT_MLO_483.png,Alto_Riesgo,Wavelet,44.05,0.999,7.1
P_00161_LEFT_MLO_461.png,Alto_Riesgo,Wavelet,41.88,0.999,7.52
P_00189_LEFT_MLO_475.png,Alto_Riesgo,Wavelet,44.93,1.0,7.49
P_00243_LEFT_CC_491.png,Alto_Riesgo,Wavelet,42.22,0.999,6.59
P_00255_RIGHT_MLO_498.png,Alto_Riesgo,Wavelet,42.91,0.999,7.1
P_00270_LEFT_MLO_511.png,Alto_Riesgo,Wavelet,41.32,0.999,7.73
P_00251_RIGHT_MLO_496.png,Alto_Riesgo,Wavelet,41.34,0.998,7.08
P_00243_LEFT_MLO_492.png,Alto_Riesgo,Wavelet,47.49,1.0,6.6
P_00276_RIGHT_MLO_518.png,Alto_Riesgo,Wavelet,44.68,1.0,7.72
P_00270_LEFT_CC_510.png,Alto_Riesgo,Wavelet,39.72,0.998,7.06
P_00232_RIGHT_MLO_490.png,Alto_Riesgo,Wavelet,42.19,0.999,7.59
P_00275_LEFT_MLO_516.png,Alto_Riesgo,Wavelet,39.22,0.998,7.18
P_00269_LEFT_CC_508.png,Alto_Riesgo,Wavelet,43.16,1.0,7.66
P_00276_RIGHT_CC_517.png,Alto_Riesgo,Wavelet,39.47,0.998,7.15
P_00251_RIGHT_CC_495.png,Alto_Riesgo,Wavelet,41.26,0.998,7.13
P_00269_LEFT_MLO_509.png,Alto_Riesgo,Wavelet,41.8,0.999,7.59
P_00275_LEFT_CC_515.png,Alto_Riesgo,Wavelet,41.58,0.999,7.42
P_00245_RIGHT_MLO_493.png,Alto_Riesgo,Wavelet,38.43,0.998,7.58
P_00250_LEFT_MLO_494.png,Alto_Riesgo,Wavelet,38.33,0.999,5.85
P_00255_RIGHT_CC_497.png,Alto_Riesgo,Wavelet,43.97,0.999,6.94
P_00291_LEFT_CC_531.png,Alto_Riesgo,Wavelet,42.63,0.999,7.37
P_00308_LEFT_CC_548.png,Alto_Riesgo,Wavelet,43.91,0.999,7.51
P_00373_LEFT_MLO_578.png,Alto_Riesgo,Wavelet,39.7,0.999,7.59
P_00326_LEFT_MLO_559.png,Alto_Riesgo,Wavelet,42.81,0.999,7.06
P_00316_RIGHT_CC_552.png,Alto_Riesgo,Wavelet,4.48,-0.985,6.63
P_00291_LEFT_MLO_533.png,Alto_Riesgo,Wavelet,40.98,0.998,7.12
P_00337_LEFT_CC_562.png,Alto_Riesgo,Wavelet,43.97,0.999,7.41
P_00357_LEFT_CC_572.png,Alto_Riesgo,Wavelet,42.19,0.999,7.28
P_00312_RIGHT_MLO_551.png,Alto_Riesgo,Wavelet,7.47,-0.963,7.3
P_00336_LEFT_MLO_561.png,Alto_Riesgo,Wavelet,39.78,0.997,6.98
P_00291_LEFT_CC_530.png,Alto_Riesgo,Wavelet,42.63,0.999,7.37
P_00291_LEFT_CC_529.png,Alto_Riesgo,Wavelet,42.63,0.999,7.37
P_00360_RIGHT_CC_573.png,Alto_Riesgo,Wavelet,43.13,0.999,7.29
P_00316_RIGHT_MLO_553.png,Alto_Riesgo,Wavelet,44.37,0.998,6.55
P_00282_LEFT_CC_521.png,Alto_Riesgo,Wavelet,46.01,1.0,7.34
P_00318_LEFT_MLO_554.png,Alto_Riesgo,HE,15.48,0.721,6.89
P_00293_LEFT_MLO_537.png,Alto_Riesgo,HE,12.98,0.591,6.61
P_00360_RIGHT_MLO_574.png,Alto_Riesgo,HE,12.91,0.786,6.99
P_00373_LEFT_CC_577.png,Alto_Riesgo,HE,12.41,0.714,6.87
P_00293_LEFT_CC_536.png,Alto_Riesgo,HE,12.77,0.659,6.87
P_00291_RIGHT_CC_534.png,Alto_Riesgo,HE,15.17,0.748,6.98
P_00291_LEFT_MLO_532.png,Alto_Riesgo,HE,15.62,0.741,6.94
P_00346_RIGHT_CC_566.png,Alto_Riesgo,HE,19.49,0.96,7.36
P_00336_LEFT_CC_560.png,Alto_Riesgo,HE,4.26,0.245,2.91
P_00337_LEFT_MLO_563.png,Alto_Riesgo,HE,7.03,-0.81,7.16
P_00311_RIGHT_CC_550.png,Alto_Riesgo,HE,11.49,0.621,6.64
P_00291_RIGHT_MLO_535.png,Alto_Riesgo,HE,14.94,0.774,7.02
P_00308_LEFT_MLO_549.png,Alto_Riesgo,HE,14.87,0.784,7.02
P_00392_LEFT_CC_598.png,Alto_Riesgo,HE,16.04,0.821,7.17
P_00378_LEFT_MLO_583.png,Alto_Riesgo,HE,17.92,0.867,7.29
P_00377_LEFT_CC_580.png,Alto_Riesgo,HE,13.16,0.676,6.62
P_00400_RIGHT_MLO_612.png,Alto_Riesgo,HE,7.48,-0.731,6.93
P_00410_RIGHT_CC_614.png,Alto_Riesgo,HE,15.97,0.781,7.01
P_00377_LEFT_MLO_581.png,Alto_Riesgo,HE,7.44,0.542,4.16
P_00398_LEFT_MLO_610.png,Alto_Riesgo,HE,13.83,0.714,6.9
P_00392_LEFT_MLO_599.png,Alto_Riesgo,HE,15.69,0.798,7.09
P_00410_RIGHT_MLO_615.png,Alto_Riesgo,HE,7.19,-0.783,7.1
P_00400_RIGHT_CC_611.png,Alto_Riesgo,HE,6.33,-0.909,7.46
P_00377_LEFT_CC_579.png,Alto_Riesgo,HE,13.16,0.676,6.62
P_00378_LEFT_CC_582.png,Alto_Riesgo,HE,14.73,0.81,7.0
P_00469_LEFT_CC_659.png,Alto_Riesgo,HE,16.69,0.806,7.12
P_00467_RIGHT_MLO_658.png,Alto_Riesgo,HE,16.63,0.821,7.14
P_00448_LEFT_MLO_635.png,Alto_Riesgo,HE,6.0,-0.937,7.43
P_00467_RIGHT_CC_657.png,Alto_Riesgo,HE,16.38,0.804,7.11
P_00438_LEFT_CC_628.png,Alto_Riesgo,HE,16.29,0.842,7.21
P_00469_LEFT_MLO_660.png,Alto_Riesgo,HE,15.72,0.739,6.91
P_00448_LEFT_CC_634.png,Alto_Riesgo,HE,18.56,0.904,7.39
P_00422_LEFT_CC_620.png,Alto_Riesgo,HE,12.37,0.665,6.72
P_00447_RIGHT_CC_632.png,Alto_Riesgo,HE,18.49,0.918,7.44
P_00418_LEFT_CC_616.png,Alto_Riesgo,HE,3.49,0.174,2.35
P_00458_LEFT_CC_654.png,Alto_Riesgo,HE,11.95,0.653,6.9
P_00418_LEFT_MLO_617.png,Alto_Riesgo,HE,17.0,0.848,7.26
P_00438_LEFT_MLO_629.png,Alto_Riesgo,HE,14.59,0.865,7.21
P_00447_RIGHT_MLO_633.png,Alto_Riesgo,HE,5.86,-0.806,5.73
P_00473_LEFT_CC_667.png,Alto_Riesgo,HE,21.26,0.961,7.23
P_00539_RIGHT_MLO_747.png,Alto_Riesgo,HE,11.25,0.672,6.94
P_00539_RIGHT_CC_745.png,Alto_Riesgo,HE,12.98,0.757,7.1
P_00508_LEFT_MLO_706.png,Alto_Riesgo,HE,17.71,0.853,7.27
P_00548_LEFT_CC_750.png,Alto_Riesgo,HE,12.96,0.699,6.83
P_00508_LEFT_CC_705.png,Alto_Riesgo,HE,11.56,0.692,6.8
P_00502_LEFT_MLO_693.png,Alto_Riesgo,HE,13.08,0.708,7.0
P_00539_RIGHT_MLO_748.png,Alto_Riesgo,HE,11.25,0.672,6.94
P_00539_RIGHT_CC_743.png,Alto_Riesgo,HE,12.98,0.757,7.1
P_00473_LEFT_MLO_668.png,Alto_Riesgo,HE,6.3,0.434,3.71
P_00491_LEFT_MLO_691.png,Alto_Riesgo,HE,6.66,-0.856,7.31
P_00479_LEFT_MLO_680.png,Alto_Riesgo,HE,12.35,0.613,6.69
P_00539_RIGHT_CC_744.png,Alto_Riesgo,HE,12.98,0.757,7.1
P_00503_RIGHT_MLO_695.png,Alto_Riesgo,HE,6.97,-0.825,7.21
P_00479_LEFT_CC_679.png,Alto_Riesgo,HE,10.97,0.49,6.4
P_00548_LEFT_CC_751.png,Alto_Riesgo,HE,12.96,0.699,6.83
P_00534_RIGHT_MLO_738.png,Alto_Riesgo,HE,21.13,0.943,7.46
P_00503_RIGHT_CC_694.png,Alto_Riesgo,HE,15.31,0.774,7.05
P_00527_RIGHT_MLO_727.png,Alto_Riesgo,HE,11.32,0.714,6.3
P_00539_RIGHT_MLO_746.png,Alto_Riesgo,HE,11.25,0.672,6.94
P_00502_LEFT_CC_692.png,Alto_Riesgo,HE,13.49,0.706,6.76
P_00546_RIGHT_MLO_749.png,Alto_Riesgo,HE,17.28,0.845,7.18
P_00474_LEFT_CC_669.png,Alto_Riesgo,HE,15.66,0.872,6.92
P_00474_LEFT_MLO_670.png,Alto_Riesgo,HE,16.2,0.83,7.19
P_00534_RIGHT_CC_737.png,Alto_Riesgo,HE,15.34,0.802,7.09
P_00556_LEFT_CC_763.png,Alto_Riesgo,HE,8.11,-0.451,6.07
P_00548_LEFT_MLO_755.png,Alto_Riesgo,HE,16.1,0.769,7.04
P_00548_LEFT_MLO_753.png,Alto_Riesgo,HE,16.1,0.769,7.04
P_00558_RIGHT_CC_774.png,Alto_Riesgo,HE,6.9,-0.833,7.21
P_00548_LEFT_MLO_754.png,Alto_Riesgo,HE,16.1,0.769,7.04
P_00556_LEFT_MLO_764.png,Alto_Riesgo,HE,14.43,0.661,6.74
P_00552_RIGHT_MLO_758.png,Alto_Riesgo,HE,8.93,0.627,4.59
P_00548_LEFT_CC_752.png,Alto_Riesgo,HE,12.96,0.699,6.83
P_00600_LEFT_MLO_811.png,Alto_Riesgo,HE,12.16,0.626,6.81
P_00578_LEFT_CC_788.png,Alto_Riesgo,HE,16.05,0.783,7.06
P_00595_LEFT_MLO_805.png,Alto_Riesgo,HE,15.63,0.856,7.26
P_00606_LEFT_MLO_815.png,Alto_Riesgo,HE,18.12,0.89,7.37
P_00583_LEFT_MLO_792.png,Alto_Riesgo,HE,18.14,0.881,7.28
P_00558_RIGHT_MLO_775.png,Alto_Riesgo,HE,8.48,0.626,4.6
P_00583_LEFT_CC_791.png,Alto_Riesgo,HE,17.02,0.849,7.27
P_00600_LEFT_CC_809.png,Alto_Riesgo,HE,18.42,0.875,7.27
P_00593_RIGHT_CC_800.png,Alto_Riesgo,HE,13.49,0.695,6.82
P_00593_RIGHT_MLO_801.png,Alto_Riesgo,HE,7.45,-0.737,6.92
P_00600_LEFT_MLO_810.png,Alto_Riesgo,HE,12.16,0.626,6.81
P_00578_LEFT_MLO_789.png,Alto_Riesgo,HE,7.44,-0.725,6.86
P_00582_RIGHT_MLO_790.png,Alto_Riesgo,HE,13.31,0.763,7.02
P_00606_LEFT_CC_814.png,Alto_Riesgo,HE,14.25,0.794,6.9
P_00595_LEFT_CC_804.png,Alto_Riesgo,HE,15.88,0.846,7.23
P_00609_RIGHT_CC_816.png,Alto_Riesgo,HE,17.69,0.891,7.34
P_00558_RIGHT_MLO_776.png,Alto_Riesgo,HE,8.48,0.626,4.6
P_00600_LEFT_CC_808.png,Alto_Riesgo,HE,18.42,0.875,7.27
P_00563_RIGHT_MLO_781.png,Alto_Riesgo,HE,10.27,0.488,6.47
P_00654_RIGHT_CC_850.png,Alto_Riesgo,HE,16.01,0.797,7.06
P_00609_RIGHT_MLO_817.png,Alto_Riesgo,HE,17.71,0.849,7.26
P_00647_RIGHT_MLO_847.png,Alto_Riesgo,HE,11.47,0.624,6.55
P_00652_LEFT_CC_848.png,Alto_Riesgo,HE,7.0,-0.787,7.05
P_00631_RIGHT_CC_828.png,Alto_Riesgo,HE,7.58,-0.615,6.47
P_00621_LEFT_MLO_821.png,Alto_Riesgo,HE,11.45,0.583,6.71
P_00647_RIGHT_CC_846.png,Alto_Riesgo,HE,14.59,0.841,7.04
P_00625_RIGHT_MLO_826.png,Alto_Riesgo,HE,12.29,0.676,6.54
P_00645_RIGHT_MLO_845.png,Alto_Riesgo,HE,17.17,0.918,7.47
P_00318_LEFT_MLO_554.png,Alto_Riesgo,Clahe,20.51,0.846,7.48
P_00293_LEFT_MLO_537.png,Alto_Riesgo,Clahe,18.09,0.783,7.39
P_00360_RIGHT_MLO_574.png,Alto_Riesgo,Clahe,20.37,0.934,7.47
P_00373_LEFT_CC_577.png,Alto_Riesgo,Clahe,20.4,0.909,7.29
P_00293_LEFT_CC_536.png,Alto_Riesgo,Clahe,19.63,0.831,7.17
P_00291_RIGHT_CC_534.png,Alto_Riesgo,Clahe,22.26,0.878,7.15
P_00291_LEFT_MLO_532.png,Alto_Riesgo,Clahe,20.55,0.846,7.34
P_00346_RIGHT_CC_566.png,Alto_Riesgo,Clahe,19.74,0.917,7.66
P_00336_LEFT_CC_560.png,Alto_Riesgo,Clahe,24.06,0.95,3.32
P_00337_LEFT_MLO_563.png,Alto_Riesgo,Clahe,10.31,-0.813,7.36
P_00311_RIGHT_CC_550.png,Alto_Riesgo,Clahe,18.69,0.847,7.31
P_00291_RIGHT_MLO_535.png,Alto_Riesgo,Clahe,19.28,0.835,7.41
P_00308_LEFT_MLO_549.png,Alto_Riesgo,Clahe,18.45,0.826,7.5
P_00392_LEFT_CC_598.png,Alto_Riesgo,Clahe,19.7,0.85,7.52
P_00378_LEFT_MLO_583.png,Alto_Riesgo,Clahe,21.07,0.883,7.37
P_00377_LEFT_CC_580.png,Alto_Riesgo,Clahe,22.91,0.922,7.03
P_00400_RIGHT_MLO_612.png,Alto_Riesgo,Clahe,11.09,-0.832,7.28
P_00410_RIGHT_CC_614.png,Alto_Riesgo,Clahe,20.86,0.852,7.31
P_00377_LEFT_MLO_581.png,Alto_Riesgo,Clahe,24.48,0.974,4.7
P_00398_LEFT_MLO_610.png,Alto_Riesgo,Clahe,19.07,0.839,7.38
P_00392_LEFT_MLO_599.png,Alto_Riesgo,Clahe,21.71,0.884,7.38
P_00410_RIGHT_MLO_615.png,Alto_Riesgo,Clahe,9.94,-0.829,7.46
P_00400_RIGHT_CC_611.png,Alto_Riesgo,Clahe,8.94,-0.883,7.45
P_00377_LEFT_CC_579.png,Alto_Riesgo,Clahe,22.91,0.922,7.03
P_00378_LEFT_CC_582.png,Alto_Riesgo,Clahe,22.39,0.939,7.25
P_00469_LEFT_CC_659.png,Alto_Riesgo,Clahe,20.38,0.868,7.53
P_00467_RIGHT_MLO_658.png,Alto_Riesgo,Clahe,21.55,0.899,7.35
P_00448_LEFT_MLO_635.png,Alto_Riesgo,Clahe,7.94,-0.87,7.62
P_00467_RIGHT_CC_657.png,Alto_Riesgo,Clahe,19.44,0.826,7.43
P_00438_LEFT_CC_628.png,Alto_Riesgo,Clahe,21.28,0.899,7.37
P_00469_LEFT_MLO_660.png,Alto_Riesgo,Clahe,19.78,0.822,7.55
P_00448_LEFT_CC_634.png,Alto_Riesgo,Clahe,19.17,0.861,7.52
P_00422_LEFT_CC_620.png,Alto_Riesgo,Clahe,21.3,0.895,7.15
P_00447_RIGHT_CC_632.png,Alto_Riesgo,Clahe,20.66,0.906,7.57
P_00418_LEFT_CC_616.png,Alto_Riesgo,Clahe,27.5,0.975,2.77
P_00458_LEFT_CC_654.png,Alto_Riesgo,Clahe,17.65,0.82,7.4
P_00418_LEFT_MLO_617.png,Alto_Riesgo,Clahe,18.73,0.818,7.56
P_00438_LEFT_MLO_629.png,Alto_Riesgo,Clahe,20.77,0.939,7.6
P_00447_RIGHT_MLO_633.png,Alto_Riesgo,Clahe,5.56,-0.961,6.45
P_00473_LEFT_CC_667.png,Alto_Riesgo,Clahe,20.42,0.939,7.42
P_00539_RIGHT_MLO_747.png,Alto_Riesgo,Clahe,19.71,0.889,7.34
P_00539_RIGHT_CC_745.png,Alto_Riesgo,Clahe,19.61,0.893,7.45
P_00508_LEFT_MLO_706.png,Alto_Riesgo,Clahe,19.48,0.85,7.52
P_00548_LEFT_CC_750.png,Alto_Riesgo,Clahe,21.14,0.911,7.16
P_00508_LEFT_CC_705.png,Alto_Riesgo,Clahe,18.73,0.888,7.45
P_00502_LEFT_MLO_693.png,Alto_Riesgo,Clahe,19.13,0.848,7.3
P_00539_RIGHT_MLO_748.png,Alto_Riesgo,Clahe,19.71,0.889,7.34
P_00539_RIGHT_CC_743.png,Alto_Riesgo,Clahe,19.61,0.893,7.45
P_00473_LEFT_MLO_668.png,Alto_Riesgo,Clahe,23.64,0.969,4.23
P_00491_LEFT_MLO_691.png,Alto_Riesgo,Clahe,8.68,-0.832,7.64
P_00479_LEFT_MLO_680.png,Alto_Riesgo,Clahe,18.72,0.81,7.27
P_00539_RIGHT_CC_744.png,Alto_Riesgo,Clahe,19.61,0.893,7.45
P_00503_RIGHT_MLO_695.png,Alto_Riesgo,Clahe,9.93,-0.813,7.45
P_00479_LEFT_CC_679.png,Alto_Riesgo,Clahe,18.48,0.786,7.21
P_00548_LEFT_CC_751.png,Alto_Riesgo,Clahe,21.14,0.911,7.16
P_00534_RIGHT_MLO_738.png,Alto_Riesgo,Clahe,20.33,0.899,7.67
P_00503_RIGHT_CC_694.png,Alto_Riesgo,Clahe,18.81,0.815,7.43
P_00527_RIGHT_MLO_727.png,Alto_Riesgo,Clahe,21.45,0.924,6.63
P_00539_RIGHT_MLO_746.png,Alto_Riesgo,Clahe,19.71,0.889,7.34
P_00502_LEFT_CC_692.png,Alto_Riesgo,Clahe,20.32,0.873,7.25
P_00546_RIGHT_MLO_749.png,Alto_Riesgo,Clahe,21.43,0.893,7.31
P_00474_LEFT_CC_669.png,Alto_Riesgo,Clahe,21.47,0.927,7.22
P_00474_LEFT_MLO_670.png,Alto_Riesgo,Clahe,20.62,0.886,7.53
P_00534_RIGHT_CC_737.png,Alto_Riesgo,Clahe,20.99,0.905,7.38
P_00556_LEFT_CC_763.png,Alto_Riesgo,Clahe,10.62,-0.65,6.58
P_00548_LEFT_MLO_755.png,Alto_Riesgo,Clahe,20.17,0.855,7.45
P_00548_LEFT_MLO_753.png,Alto_Riesgo,Clahe,20.17,0.855,7.45
P_00558_RIGHT_CC_774.png,Alto_Riesgo,Clahe,10.13,-0.844,7.31
P_00548_LEFT_MLO_754.png,Alto_Riesgo,Clahe,20.17,0.855,7.45
P_00556_LEFT_MLO_764.png,Alto_Riesgo,Clahe,18.93,0.804,7.47
P_00552_RIGHT_MLO_758.png,Alto_Riesgo,Clahe,19.41,0.931,4.93
P_00548_LEFT_CC_752.png,Alto_Riesgo,Clahe,21.14,0.911,7.16
P_00600_LEFT_MLO_811.png,Alto_Riesgo,Clahe,20.14,0.855,7.18
P_00578_LEFT_CC_788.png,Alto_Riesgo,Clahe,19.41,0.84,7.42
P_00595_LEFT_MLO_805.png,Alto_Riesgo,Clahe,21.22,0.908,7.44
P_00606_LEFT_MLO_815.png,Alto_Riesgo,Clahe,20.1,0.893,7.5
P_00583_LEFT_MLO_792.png,Alto_Riesgo,Clahe,20.31,0.884,7.51
P_00558_RIGHT_MLO_775.png,Alto_Riesgo,Clahe,24.46,0.973,4.97
P_00583_LEFT_CC_791.png,Alto_Riesgo,Clahe,19.21,0.842,7.53
P_00600_LEFT_CC_809.png,Alto_Riesgo,Clahe,21.58,0.9,7.47
P_00593_RIGHT_CC_800.png,Alto_Riesgo,Clahe,20.5,0.869,7.21
P_00593_RIGHT_MLO_801.png,Alto_Riesgo,Clahe,11.16,-0.837,7.22
P_00600_LEFT_MLO_810.png,Alto_Riesgo,Clahe,20.14,0.855,7.18
P_00578_LEFT_MLO_789.png,Alto_Riesgo,Clahe,10.77,-0.782,7.29
P_00582_RIGHT_MLO_790.png,Alto_Riesgo,Clahe,23.06,0.939,7.22
P_00606_LEFT_CC_814.png,Alto_Riesgo,Clahe,21.83,0.93,7.31
P_00595_LEFT_CC_804.png,Alto_Riesgo,Clahe,20.13,0.887,7.44
P_00609_RIGHT_CC_816.png,Alto_Riesgo,Clahe,20.51,0.894,7.52
P_00558_RIGHT_MLO_776.png,Alto_Riesgo,Clahe,24.46,0.973,4.97
P_00600_LEFT_CC_808.png,Alto_Riesgo,Clahe,21.58,0.9,7.47
P_00563_RIGHT_MLO_781.png,Alto_Riesgo,Clahe,19.92,0.819,6.92
P_00654_RIGHT_CC_850.png,Alto_Riesgo,Clahe,20.58,0.867,7.42
P_00609_RIGHT_MLO_817.png,Alto_Riesgo,Clahe,20.39,0.857,7.54
P_00647_RIGHT_MLO_847.png,Alto_Riesgo,Clahe,22.19,0.927,7.01
P_00652_LEFT_CC_848.png,Alto_Riesgo,Clahe,9.53,-0.833,7.35
P_00631_RIGHT_CC_828.png,Alto_Riesgo,Clahe,10.37,-0.775,6.94
P_00621_LEFT_MLO_821.png,Alto_Riesgo,Clahe,19.73,0.866,7.09
P_00647_RIGHT_CC_846.png,Alto_Riesgo,Clahe,22.04,0.949,7.26
P_00625_RIGHT_MLO_826.png,Alto_Riesgo,Clahe,20.75,0.927,6.98
P_00645_RIGHT_MLO_845.png,Alto_Riesgo,Clahe,19.11,0.89,7.66
P_00318_LEFT_MLO_554.png,Alto_Riesgo,Percentiles,19.65,0.868,6.95
P_00293_LEFT_MLO_537.png,Alto_Riesgo,Percentiles,16.87,0.764,6.63
P_00360_RIGHT_MLO_574.png,Alto_Riesgo,Percentiles,24.56,0.979,7.23
P_00373_LEFT_CC_577.png,Alto_Riesgo,Percentiles,26.05,0.967,7.06
P_00293_LEFT_CC_536.png,Alto_Riesgo,Percentiles,14.61,0.781,6.88
P_00291_RIGHT_CC_534.png,Alto_Riesgo,Percentiles,17.27,0.816,6.97
P_00291_LEFT_MLO_532.png,Alto_Riesgo,Percentiles,18.55,0.874,7.0
P_00346_RIGHT_CC_566.png,Alto_Riesgo,Percentiles,26.14,0.985,7.49
P_00336_LEFT_CC_560.png,Alto_Riesgo,Percentiles,29.08,0.977,3.16
P_00337_LEFT_MLO_563.png,Alto_Riesgo,Percentiles,8.24,-0.911,7.23
P_00311_RIGHT_CC_550.png,Alto_Riesgo,Percentiles,25.38,0.954,6.8
P_00291_RIGHT_MLO_535.png,Alto_Riesgo,Percentiles,24.89,0.953,7.15
P_00308_LEFT_MLO_549.png,Alto_Riesgo,Percentiles,22.64,0.95,7.16
P_00392_LEFT_CC_598.png,Alto_Riesgo,Percentiles,22.84,0.936,7.25
P_00378_LEFT_MLO_583.png,Alto_Riesgo,Percentiles,22.38,0.936,7.33
P_00377_LEFT_CC_580.png,Alto_Riesgo,Percentiles,17.76,0.868,6.74
P_00400_RIGHT_MLO_612.png,Alto_Riesgo,Percentiles,8.97,-0.877,7.01
P_00410_RIGHT_CC_614.png,Alto_Riesgo,Percentiles,17.86,0.87,7.04
P_00377_LEFT_MLO_581.png,Alto_Riesgo,Percentiles,26.89,0.986,4.44
P_00398_LEFT_MLO_610.png,Alto_Riesgo,Percentiles,22.21,0.91,6.99
P_00392_LEFT_MLO_599.png,Alto_Riesgo,Percentiles,22.83,0.937,7.16
P_00410_RIGHT_MLO_615.png,Alto_Riesgo,Percentiles,8.26,-0.881,7.16
P_00400_RIGHT_CC_611.png,Alto_Riesgo,Percentiles,6.65,-0.931,7.45
P_00377_LEFT_CC_579.png,Alto_Riesgo,Percentiles,17.76,0.868,6.74
P_00378_LEFT_CC_582.png,Alto_Riesgo,Percentiles,26.32,0.982,7.21
P_00469_LEFT_CC_659.png,Alto_Riesgo,Percentiles,21.93,0.928,7.18
P_00467_RIGHT_MLO_658.png,Alto_Riesgo,Percentiles,16.63,0.883,7.17
P_00448_LEFT_MLO_635.png,Alto_Riesgo,Percentiles,5.94,-0.938,7.45
P_00467_RIGHT_CC_657.png,Alto_Riesgo,Percentiles,19.22,0.907,7.16
P_00438_LEFT_CC_628.png,Alto_Riesgo,Percentiles,23.47,0.957,7.31
P_00469_LEFT_MLO_660.png,Alto_Riesgo,Percentiles,22.49,0.927,7.02
P_00448_LEFT_CC_634.png,Alto_Riesgo,Percentiles,24.28,0.964,7.47
P_00422_LEFT_CC_620.png,Alto_Riesgo,Percentiles,24.62,0.949,6.87
P_00447_RIGHT_CC_632.png,Alto_Riesgo,Percentiles,23.08,0.957,7.47
P_00418_LEFT_CC_616.png,Alto_Riesgo,Percentiles,33.58,0.995,2.56
